taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Simmondsia chinensis,ITIS:28030,species,ITIS:28030,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Caryophyllales,Simmondsiaceae,Simmondsia,chinensis,,jojoba
Rosa,ITIS:24807,genus,ITIS:24807,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,wildrose
Bougainvillea spectabilis,ITIS:895413,species,ITIS:895413,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Caryophyllales,Nyctaginaceae,Bougainvillea,spectabilis,,great bougainvillea
Cassia,ITIS:25735,genus,ITIS:25735,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,cassia
Encelia farinosa,ITIS:37308,species,ITIS:37308,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Encelia,farinosa,,brittlebush
Ferocactus cylindraceus,ITIS:502593,species,ITIS:502593,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,cylindraceus,,California barrel cactus
Mammillaria,ITIS:19778,genus,ITIS:19778,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,pincushion cactus
Opuntia,ITIS:19686,genus,ITIS:19686,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,pricklypear
Aloe,ITIS:42772,genus,ITIS:42772,accepted,2016-07-28,NA,NA,NA,NA,NA,NA,,,aloes
Stenocereus thurberi,ITIS:505365,species,ITIS:505365,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,thurberi,,Pitayo dulce
Carissa grandiflora,ITIS:30166,species,ITIS:501290,synonym,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Carissa,macrocarpa,,amatungulu
Nandina domestica,ITIS:18848,species,ITIS:18848,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Ranunculales,Berberidaceae,Nandina,domestica,,sacred bamboo
Pittosporum tobira,ITIS:24067,species,ITIS:24067,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum,tobira,,Japanese cheesewood
Raphiolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cylindropuntia acanthocarpa,ITIS:907736,species,ITIS:907736,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,acanthocarpa,,NA
Cylindropuntia bigelovii,ITIS:907696,species,ITIS:907696,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,bigelovii,,NA
Cylindropuntia fulgida,ITIS:907704,species,ITIS:907704,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,fulgida,,NA
Fouquieria splendens,ITIS:502645,species,ITIS:502645,accepted,2012-09-26,Plantae,NA,Magnoliopsida,Ericales,Fouquieriaceae,Fouquieria,splendens,,ocotillo
Justicia,ITIS:34351,genus,ITIS:34351,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,water willow
Mammillaria microcarpa,ITIS:19785,species,ITIS:912722,synonym,2013-06-12,NA,NA,NA,NA,NA,NA,,,NA
Trixis californica,ITIS:38580,species,ITIS:38580,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Trixis,californica,,American threefold
Asparagus setaceus,ITIS:193453,species,ITIS:193453,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,setaceus,,common asparagus fern
Hibiscus rosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caesalpinia pulcherrima,ITIS:26511,species,ITIS:26511,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Caesalpinia,pulcherrima,,pride of Barbados
Caesalpinia,ITIS:26499,genus,ITIS:26499,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,poinciana
Cuphea,ITIS:27094,genus,ITIS:27094,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,waxweed
Euryops viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macfadyena unguis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosmarinus officinalis,ITIS:32677,species,ITIS:32677,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Rosmarinus,officinalis,,rosemary
Cylindropuntia leptocaulis,ITIS:907718,species,ITIS:907718,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,leptocaulis,,tesajo cactus
Ericameria laricifolia,ITIS:37326,species,ITIS:37326,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ericameria,laricifolia,,turpentinebush
Acacia greggii,ITIS:26428,species,ITIS:183631,synonym,2012-12-21,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senegalia,greggii,,catclaw acacia
Calliandra eriophylla,ITIS:501126,species,ITIS:501126,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Calliandra,eriophylla,,fairyduster
Celtis pallida,ITIS:19044,species,ITIS:19044,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Rosales,Cannabaceae,Celtis,pallida,,spiny hackberry
Bebbia juncea,ITIS:36824,species,ITIS:36824,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Bebbia,juncea,,sweetbush
Opuntia engelmannii,ITIS:912419,species,ITIS:912419,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,engelmannii,,NA
Thevetia peruviana,ITIS:30228,species,ITIS:30228,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Thevetia,peruviana,,luckynut
Baccharis,ITIS:35681,genus,ITIS:35681,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,baccharis
Pyracantha,ITIS:25291,genus,ITIS:25291,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,firethorn
Aloe vera,ITIS:182653,species,ITIS:182653,accepted,2014-10-27,Plantae,NA,Magnoliopsida,Asparagales,Xanthorrhoeaceae,Aloe,vera,,West Indian aloe
Bignoniaceae,ITIS:34305,family,ITIS:34305,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,bignonias
Buxus,ITIS:28022,genus,ITIS:28022,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,boxwood
Euryops,ITIS:37347,genus,ITIS:37347,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,euryops
Hemerocallis,ITIS:42942,genus,ITIS:42942,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,daylily
Gardenia,ITIS:35159,genus,ITIS:35159,accepted,2012-02-27,NA,NA,NA,NA,NA,NA,,,NA
Ligustrum japonicum,ITIS:503449,species,ITIS:503449,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,japonicum,,Japanese privet
Rhus trilobata,ITIS:28791,species,ITIS:28779,synonym,2012-06-27,Plantae,NA,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,aromatica,,fragrant sumac
Haplopappus,ITIS:37497,genus,ITIS:37497,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,haplopappus
Ambrosia ambrosioides,ITIS:36498,species,ITIS:36498,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,ambrosioides,,big bursage
Rosa cathayensis,ITIS:520228,species,ITIS:24833,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Rosa,multiflora,,multiflora rose
Isocoma acradenia,ITIS:503207,species,ITIS:503207,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Isocoma,acradenia,,alkali jimmyweed
Caesalpinia mexicana,ITIS:26507,species,ITIS:184639,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Poincianella,mexicana,,Mexican poinciana
Camellia,ITIS:500689,genus,ITIS:500689,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,tea
Juniperus,ITIS:18047,genus,ITIS:18047,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,redcedar
Myoporum,ITIS:34077,genus,ITIS:34077,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Ruellia californica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecoma capensis,ITIS:505435,species,ITIS:505435,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,capensis,,Cape honeysuckle
Holacantha emoryi,ITIS:28834,species,ITIS:501319,synonym,2012-08-29,Plantae,NA,Magnoliopsida,Sapindales,Simaroubaceae,Castela,emoryi,,crucifixion thorn
Justicia californica,ITIS:34353,species,ITIS:34353,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Acanthaceae,Justicia,californica,,beloperone
Bupleurum subovatum,ITIS:509837,species,ITIS:29607,synonym,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Bupleurum,lancifolium,,lanceleaf thorow wax
Hymenoclea salsola,ITIS:37762,species,ITIS:780179,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,salsola,,burrobrush
Lotus rigidus,ITIS:26399,species,ITIS:819983,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acmispon,rigidus,,shrubby deervetch
Suaeda torreyana,ITIS:20675,species,ITIS:20669,synonym,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Suaeda,nigra,,bush seepweed
Ambrosia dumosa,ITIS:36506,species,ITIS:36506,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,dumosa,,burrobush
Sarcobatus vermiculatus,ITIS:20707,species,ITIS:20707,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Sarcobataceae,Sarcobatus,vermiculatus,,greasewood
Acacia constricta,ITIS:26422,species,ITIS:819938,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Vachellia,constricta,,whitethorn acacia
Ziziphus obtusifolia,ITIS:28596,species,ITIS:28596,accepted,2011-10-27,Plantae,NA,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,obtusifolia,,lotebush
Galium stellatum,ITIS:34927,species,ITIS:34927,accepted,2012-02-27,Plantae,NA,Magnoliopsida,Gentianales,Rubiaceae,Galium,stellatum,,starry bedstraw
Gutierrezia sarothrae,ITIS:37483,species,ITIS:37483,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Gutierrezia,sarothrae,,yellow top
Salazaria mexicana,ITIS:32679,species,ITIS:32679,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Salazaria,mexicana,,Mexican bladdersage
Isocoma,ITIS:37801,genus,ITIS:37801,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,jimmyweed
Isomeris,ITIS:22645,genus,ITIS:822957,synonym,2011-08-30,NA,NA,NA,NA,NA,NA,,,bee plant
Nicotiana,ITIS:30562,genus,ITIS:30562,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,tobacco
Yucca brevifolia,ITIS:565605,species,ITIS:565605,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Yucca,brevifolia,,Joshua tree
Photinia,ITIS:500484,genus,ITIS:500484,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,chokeberry
Asparagus densiflorus,ITIS:193452,species,ITIS:193452,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,densiflorus,,NA
Buxus sempervirens,ITIS:501097,species,ITIS:501097,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Buxales,Buxaceae,Buxus,sempervirens,,common box
Echeveria,ITIS:500256,genus,ITIS:500256,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,NA
Portulacaria afra,ITIS:506584,species,ITIS:506584,accepted,2012-03-29,Plantae,NA,Magnoliopsida,Caryophyllales,Didiereaceae,Portulacaria,afra,,elephant bush
Sapium,ITIS:28394,genus,ITIS:28394,accepted,2012-02-27,NA,NA,NA,NA,NA,NA,,,milktree
Echinocactus grusonii,ITIS:908051,species,ITIS:908051,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Echinocactus,grusonii,,NA
Hesperaloe,ITIS:42945,genus,ITIS:42945,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,false yucca
Gymnosperma glutinosum,ITIS:37490,species,ITIS:37490,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Gymnosperma,glutinosum,,gumhead
Bougainvillea,ITIS:19682,genus,ITIS:19682,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,NA
Dasylirion wheeleri,ITIS:42914,species,ITIS:42914,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Dasylirion,wheeleri,,sotol
Echinocactus,ITIS:19817,genus,ITIS:19817,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,barrel cactus
Lantana camara,ITIS:32175,species,ITIS:32175,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Verbenaceae,Lantana,camara,,largeleaf lantana
Solanum jasminoides,ITIS:505836,species,ITIS:821766,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Solanum,laxum,,NA
Tecomaria capensis,ITIS:522404,species,ITIS:505435,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,capensis,,Cape honeysuckle
Agave,ITIS:182659,genus,ITIS:182659,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,agave
Calliandra,ITIS:500171,genus,ITIS:500171,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,stickpea
Cereus peruvianus,ITIS:19896,species,ITIS:908214,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,repandus,,NA
Cereus peruvianus,ITIS:909697,species,ITIS:908214,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,repandus,,NA
Cupressus,ITIS:183455,genus,ITIS:183455,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,cypress
Opuntia basilaris,ITIS:19693,species,ITIS:19693,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,basilaris,,beavertail pricklypear
Opuntia microdasys,ITIS:908159,species,ITIS:908159,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,microdasys,,NA
Ficus,ITIS:19081,genus,ITIS:19081,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,fig
Ficus,ITIS:73159,genus,ITIS:73159,accepted,2014-08-27,NA,NA,NA,NA,NA,NA,,,figsnails
Punica granatum,ITIS:27278,species,ITIS:27278,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Myrtales,Lythraceae,Punica,granatum,,pomegranate
Ferocactus wislizeni,ITIS:502595,species,ITIS:502595,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,wislizeni,,fishhook barrel cactus
Prunus,ITIS:24762,genus,ITIS:24762,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,plum
Pistacia,ITIS:28806,genus,ITIS:28806,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,pistache
Callistemon,ITIS:27173,genus,ITIS:27173,accepted,2011-10-27,NA,NA,NA,NA,NA,NA,,,bottlebrush
Ficus microcarpa,ITIS:502616,species,ITIS:502616,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,microcarpa,,laurel fig
Lonicera japonica,ITIS:35283,species,ITIS:35283,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,japonica,,Japanese honeysuckle
Plumbago auriculata,ITIS:504462,species,ITIS:504462,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,auriculata,,Cape leadwort
Ruellia,ITIS:34371,genus,ITIS:34371,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,wild petunia
Cordia parvifolia,ITIS:31746,species,ITIS:31746,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Cordiaceae,Cordia,parvifolia,,small leaf geigertree
Euonymus,ITIS:27945,genus,ITIS:27945,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,spindletree
Ligustrum,ITIS:32973,genus,ITIS:32973,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,privet
Evolvulus,ITIS:30843,genus,ITIS:30843,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,dwarf morningglory
Hymenoxys acaulis,ITIS:514991,species,ITIS:530623,synonym,2010-10-05,NA,NA,NA,NA,NA,NA,,,stemless four nerve daisy
Jasminum,ITIS:32964,genus,ITIS:32964,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,jasmine
Bernardia incana,ITIS:28234,species,ITIS:28235,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Bernardia,myricifolia,,southwest bernardia
Echinocereus,ITIS:19803,genus,ITIS:19803,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,hedgehog cactus
Gardenia angusta,ITIS:502727,species,ITIS:35163,synonym,2012-02-27,Plantae,NA,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,jasminoides,,Cape jasmine
Dodonaea viscosa,ITIS:28675,species,ITIS:28675,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea,viscosa,,hopseed bush
Eliryops verdis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raphiolepis indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa banksiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nolina,ITIS:42983,genus,ITIS:42983,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,beargrass
Opuntia ficus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vauquelinia californica,ITIS:505647,species,ITIS:505647,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Vauquelinia,californica,,Arizona rosewood
Acacia redolens,ITIS:506812,species,ITIS:506812,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acacia,redolens,,bank catclaw
Achillea tomentosa,ITIS:508294,species,ITIS:35423,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Achillea,millefolium,,yarrow
Antigonon leptopus,ITIS:20994,species,ITIS:20994,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Antigonon,leptopus,,queens wreath
Calliandra californica,ITIS:819773,species,ITIS:819773,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Calliandra,californica,,zapotillo
Campsis,ITIS:34308,genus,ITIS:34308,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Canotia,ITIS:27938,genus,ITIS:27938,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,NA
Cordia,ITIS:31743,genus,ITIS:31743,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,NA
Ficus pumila,ITIS:502618,species,ITIS:502618,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Ficus,pumila,,climbingfig
Gelsemium,ITIS:29929,genus,ITIS:29929,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,trumpetflower
Hedera,ITIS:29392,genus,ITIS:29392,accepted,2011-07-25,NA,NA,NA,NA,NA,NA,,,ivy
Portulacaria,ITIS:500783,genus,ITIS:500783,accepted,2012-03-29,NA,NA,NA,NA,NA,NA,,,NA
Sedum,ITIS:24103,genus,ITIS:24103,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,stonecrop
Opuntia santa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strelitzia,ITIS:897447,genus,ITIS:897447,accepted,2012-09-26,NA,NA,NA,NA,NA,NA,,,bird of paradise
Cassia artemisioides,ITIS:25740,species,ITIS:507170,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senna,artemisioides,,silver senna
Cereus schottii,ITIS:19890,species,ITIS:504089,synonym,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Pachycereus,schottii,,senita cactus
Dalea greggi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adenophyllum,ITIS:185201,genus,ITIS:185201,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,dogweed
Menodora,ITIS:32981,genus,ITIS:32981,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,twinberry
Photinia serrulata,ITIS:518983,species,ITIS:507109,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Rosales,Rosaceae,Photinia,serratifolia,,Taiwanese photinia
Lysiloma,ITIS:26771,genus,ITIS:26771,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,false tamarind
Peniocereus greggii,ITIS:504196,species,ITIS:504196,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Peniocereus,greggii,,nightblooming cereus
Pilosocereus,ITIS:19855,genus,ITIS:19855,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,tree cactus
Trachelospermum jasminoides,ITIS:505546,species,ITIS:505546,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Trachelospermum,jasminoides,,confederate jasmine
Calandrinia,ITIS:20461,genus,ITIS:20461,accepted,2012-03-29,NA,NA,NA,NA,NA,NA,,,redmaids
Krameria,ITIS:26751,genus,ITIS:26751,accepted,2012-09-26,NA,NA,NA,NA,NA,NA,,,ratany
cf Brickellia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossosoma bigelovii,ITIS:21350,species,ITIS:21350,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Crossosomatales,Crossosomataceae,Crossosoma,bigelovii,,ragged rockflower
Mammillaria grahamii,ITIS:19780,species,ITIS:19780,accepted,2013-06-12,Plantae,NA,Magnoliopsida,Caryophyllales,Cactaceae,Mammillaria,grahamii,,Grahams pincushion cactus
Convolvulus cneorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperaloe parviflora,ITIS:42947,species,ITIS:42947,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Hesperaloe,parviflora,,redflower false yucca
cf Baccharis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaleuca viminalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecoma stans,ITIS:34326,species,ITIS:34326,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,stans,,yellow trumpetbush
Sphaeralcea cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viguiera parishii,ITIS:507235,species,ITIS:780225,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Bahiopsis,parishii,,Parishs goldeneye
Ephedra torreyana,ITIS:502318,species,ITIS:502318,accepted,2011-07-25,Plantae,NA,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,torreyana,,Torreys Mormon tea
Ferocactus,ITIS:19795,genus,ITIS:19795,accepted,2013-06-12,NA,NA,NA,NA,NA,NA,,,barrel cactus
Opuntia cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aptenia cordifolia,ITIS:19936,species,ITIS:19936,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Aizoaceae,Aptenia,cordifolia,,heartleaf iceplant
Buxus microphylla,ITIS:506450,species,ITIS:506450,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Buxales,Buxaceae,Buxus,microphylla,,littleleaf boxwood
Canna,ITIS:42409,genus,ITIS:42409,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,canna
Senna phyllodinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ericameria,ITIS:37323,genus,ITIS:37323,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,heathgoldenrod
Krameria cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marah gilensis,ITIS:22392,species,ITIS:22392,accepted,2021-02-20,Plantae,NA,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,gilensis,,wild cucumber
Juniperus cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Menodora scabra,ITIS:32985,species,ITIS:32985,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Menodora,scabra,,rough menodora
Cupressaceae,ITIS:18042,family,ITIS:18042,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,redwood
Eremophila,ITIS:178400,genus,ITIS:178400,accepted,2013-11-04,NA,NA,NA,NA,NA,NA,,,Horned Larks
Eremophila,ITIS:834082,genus,ITIS:834082,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Agave vilmoriniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yucca cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoradendron,ITIS:27855,genus,ITIS:27855,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,mistletoe
cf Carpobrotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senna,ITIS:500553,genus,ITIS:500553,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,NA
cf Nicotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petalonyx,ITIS:500476,genus,ITIS:500476,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,sandpaperplant
Acacia wrightii,ITIS:26445,species,ITIS:183631,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senegalia,greggii,,catclaw acacia
Ephedra trifurca,ITIS:183498,species,ITIS:183498,accepted,2011-07-25,Plantae,NA,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,trifurca,,longleaf Mormon tea
Krameria parvifolia,ITIS:26755,species,ITIS:503288,synonym,2012-09-26,Plantae,NA,Magnoliopsida,Zygophyllales,Krameriaceae,Krameria,erecta,,range ratany
Fagonia laevis,ITIS:29036,species,ITIS:29036,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Zygophyllales,Zygophyllaceae,Fagonia,laevis,,California fagonia
Dudleya pulverulenta,ITIS:502179,species,ITIS:502179,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,pulverulenta,,chalk dudleya
Ziziphus cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
